analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement,codebot_human_agreement
2,transformation,,,,,,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","First, in order to examine how assessor perceptions were in ﬂu- enced by race, and whether ﬁndings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOV A) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rat- ing of the likelihood an identi ﬁcation was correct. ... We also conducted a supplementary analysis identical to the ANOV A described above but with equal sample sizes of Black and White participants (including the ﬁrst 369 White participants when ranked alphabetically by Qualtrics response ID).",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### MAIN ANALYSES ###

## initial ANOVA on likelihood correct with race variables only

a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)

a1b = ezANOVA(data = b_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)

a1w = ezANOVA(data = w_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)",,,
2,variable specification,"First, in order to examine how assessor perceptions were influenced by race, and whether findings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOVA) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rating of the likelihood an identification was correct",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] ## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)",RaceinEvaluationsofMemory_Experiment1Script.R:16; 38-39,1,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","First, in order to examine how assessor perceptions were influenced by race, and whether findings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOVA) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rating of the likelihood an identification was correct.",,"# Set factors
df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
...
## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)
...
a1b = ezANOVA(data = b_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)
...
a1w = ezANOVA(data = w_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)",,1,1
2,transformation,,,,,,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","First, in order to examine how assessor perceptions were in ﬂu- enced by race, and whether ﬁndings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOV A) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rat- ing of the likelihood an identi ﬁcation was correct. ... We also conducted a supplementary analysis identical to the ANOV A described above but with equal sample sizes of Black and White participants (including the ﬁrst 369 White participants when ranked alphabetically by Qualtrics response ID).",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### MAIN ANALYSES ###

## initial ANOVA on likelihood correct with race variables only

a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)

a1b = ezANOVA(data = b_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)

a1w = ezANOVA(data = w_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)",,,
2,variable specification,"First, in order to examine how assessor perceptions were influenced by race, and whether findings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOVA) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rating of the likelihood an identification was correct",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] ## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)",RaceinEvaluationsofMemory_Experiment1Script.R:16; 38-39,1,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","First, in order to examine how assessor perceptions were influenced by race, and whether findings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOVA) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rating of the likelihood an identification was correct.",,"# Set factors
df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
...
## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)
...
a1b = ezANOVA(data = b_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)
...
a1w = ezANOVA(data = w_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)",,1,1
2,transformation,,,,,,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","First, in order to examine how assessor perceptions were in ﬂu- enced by race, and whether ﬁndings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOV A) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rat- ing of the likelihood an identi ﬁcation was correct. ... We also conducted a supplementary analysis identical to the ANOV A described above but with equal sample sizes of Black and White participants (including the ﬁrst 369 White participants when ranked alphabetically by Qualtrics response ID).",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### MAIN ANALYSES ###

## initial ANOVA on likelihood correct with race variables only

a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)

a1b = ezANOVA(data = b_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)

a1w = ezANOVA(data = w_jurors, wid = ResponseId, dv = Likelihood_correct, between = c(Target_race), detailed = TRUE, return_aov = TRUE)",,,
2,inference criterion,"First, in order to examine how assessor perceptions were influenced by race, and whether findings from existing mock jury work replicated in our data, we conducted an analysis of variance (ANOVA) using witness race (White, Black), lineup race (White, Black), and assessor race (White, Black) to predict the assessor rating of the likelihood an identification was correct",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] ## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)",RaceinEvaluationsofMemory_Experiment1Script.R:16; 38-39,1,"One-way ANOVA in Experiment 1 predicting assessors’ continuous ratings of the likelihood that an identification was correct (0–100) from witness race (White vs. Black), lineup race (White vs. Black), and assessor race (White vs. Black). The analysis found no significant witness race × lineup race interaction (F(1,1136)=0.00, p=.95), but revealed a significant main effect of witness race (Black witnesses’ decisions rated more accurate) and a significant assessor race × lineup race interaction where only Black assessors differentiated between White and Black lineups.","The interaction between witness race and lineup race was not significant, F(1, 1,136) = 0.00, MSE = 2.03, p = .95, ηp² = .00), suggesting that participants were not sensitive to the CRE. This apparent lack of sensitivity to the CRE was supported by a follow-up Bayes Factor analysis, which revealed strong evidence to support the null hypothesis (i.e., no interaction between witness race and lineup race; BF = 0.09).",,"## initial ANOVA on likelihood correct with race variables only
a1 = ezANOVA(data = df, wid = ResponseId, dv = Likelihood_correct, between = c(Juror_race, Witness_race, Target_race), detailed = TRUE, return_aov = TRUE)
a1_summary = data.frame(unclass(a1$ANOVA)) %>% mutate(F.value = round(F, 2), eta.sq.partial = round(ges, 3), mse = round(SSn, 2), p.value = round(p, 3)) %>% dplyr::select(Effect, DFn, DFd, F.value, p.value, mse, eta.sq.partial)
a1_summary",,,
3,model specification,"To understand the relationships between the effects identified above
and the ability of assessors to distinguish between accurate and inac
curate
identification decisions, we conducted a binary logistic regres
sion
using witness race, assessor race, lineup race, and all two-way
interactions between those factors to predict assessor accuracy.",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",16;60,1,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy.",,"### Binary logistic regression on juror accuracy with race variables only ###
df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")
summary(acc_glm)

exp(cbind(coef(acc_glm), confint(acc_glm)))",,1,1
3,variable specification,"To understand the relationships between the effects identified above
and the ability of assessors to distinguish between accurate and inac
curate
identification decisions, we conducted a binary logistic regres
sion
using witness race, assessor race, lineup race, and all two-way
interactions between those factors to predict assessor accuracy.",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",16;60,1,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",,1,1
3,transformation,,,,,,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### Binary logistic regression on juror accuracy with race variables only ###
df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")

# white witness follow up
w_witness = df %>% filter(Witness_race == ""White"")
ww_acc_glm <- glm(Juror_accuracy ~ Target_race, data = w_witness, family = ""binomial"")

# black witness follow up
b_witness = df %>% filter(Witness_race == ""Black"")
bw_acc_glm <- glm(Juror_accuracy ~ Target_race, data = b_witness, family = ""binomial"")

# white lineup follow up
w_lineup = df %>% filter(Target_race == ""White"")
wl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = w_lineup, family = ""binomial"")

# black lineup follow up
b_lineup = df %>% filter(Target_race == ""Black"")
bl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = b_lineup, family = ""binomial"")",,1,
3,variable specification,"To understand the relationships between the effects identified above
and the ability of assessors to distinguish between accurate and inac
curate
identification decisions, we conducted a binary logistic regres
sion
using witness race, assessor race, lineup race, and all two-way
interactions between those factors to predict assessor accuracy.",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",16;60,1,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",,1,1
3,transformation,,,,,,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### Binary logistic regression on juror accuracy with race variables only ###
df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")

# white witness follow up
w_witness = df %>% filter(Witness_race == ""White"")
ww_acc_glm <- glm(Juror_accuracy ~ Target_race, data = w_witness, family = ""binomial"")

# black witness follow up
b_witness = df %>% filter(Witness_race == ""Black"")
bw_acc_glm <- glm(Juror_accuracy ~ Target_race, data = b_witness, family = ""binomial"")

# white lineup follow up
w_lineup = df %>% filter(Target_race == ""White"")
wl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = w_lineup, family = ""binomial"")

# black lineup follow up
b_lineup = df %>% filter(Target_race == ""Black"")
bl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = b_lineup, family = ""binomial"")",,1,
3,variable specification,"To understand the relationships between the effects identified above
and the ability of assessors to distinguish between accurate and inac
curate
identification decisions, we conducted a binary logistic regres
sion
using witness race, assessor race, lineup race, and all two-way
interactions between those factors to predict assessor accuracy.",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",16;60,1,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",,1,1
3,transformation,,,,,,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### Binary logistic regression on juror accuracy with race variables only ###
df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")

# white witness follow up
w_witness = df %>% filter(Witness_race == ""White"")
ww_acc_glm <- glm(Juror_accuracy ~ Target_race, data = w_witness, family = ""binomial"")

# black witness follow up
b_witness = df %>% filter(Witness_race == ""Black"")
bw_acc_glm <- glm(Juror_accuracy ~ Target_race, data = b_witness, family = ""binomial"")

# white lineup follow up
w_lineup = df %>% filter(Target_race == ""White"")
wl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = w_lineup, family = ""binomial"")

# black lineup follow up
b_lineup = df %>% filter(Target_race == ""Black"")
bl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = b_lineup, family = ""binomial"")",,1,
3,variable specification,"To understand the relationships between the effects identified above
and the ability of assessors to distinguish between accurate and inac
curate
identification decisions, we conducted a binary logistic regres
sion
using witness race, assessor race, lineup race, and all two-way
interactions between those factors to predict assessor accuracy.",0.0,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"") [...] acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",16;60,1,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")",,1,1
3,transformation,,,,,,"Binary logistic regression in Experiment 1 predicting assessor accuracy (whether the assessor correctly judged the identification as accurate or inaccurate) from witness race (White vs. Black), assessor race (White vs. Black), lineup race (White vs. Black), and all two-way interactions. The model showed a strong witness race × lineup race interaction (B=2.09, SE=0.25, p<.001, OR=8.12), indicating assessors were much more accurate when evaluating same-race identifications than cross-race ones.","To understand the relationships between the effects identified above and the ability of assessors to distinguish between accurate and inaccurate identification decisions, we conducted a binary logistic regression using witness race, assessor race, lineup race, and all two-way interactions between those factors to predict assessor accuracy. A correct assessment was either (a) identifying a witness who was correct in their identification decision as being correct or (b) identifying a witness who was incorrect in their identification decision as being incorrect.",,"df <- read.csv(""RaceinEvaluationsofMemory_Experiment1Data.csv"")
w_jurors = df %>% filter(Juror_race == ""White"")
b_jurors = df %>% filter(Juror_race == ""Black"")

# Set factors

df$Juror_race = as.factor(df$Juror_race)
df$Witness_race = as.factor(df$Witness_race)
df$Target_race = as.factor(df$Target_race)
df$Videos_seen = as.factor(df$Videos_seen)
df$Witness_decision = as.factor(df$Witness_decision)
df$Target_presence = as.factor(df$Target_presence)


### Binary logistic regression on juror accuracy with race variables only ###
df <- within(df, Witness_race <- relevel(Witness_race, ref = ""White""))
df <- within(df, Target_race <- relevel(Target_race, ref = ""White""))
df <- within(df, Juror_race <- relevel(Juror_race, ref = ""White""))

acc_glm <- glm(Juror_accuracy ~ Target_race + Juror_race + Witness_race + Juror_race:Witness_race + Juror_race:Target_race + Target_race:Witness_race, data = df, family = ""binomial"")

# white witness follow up
w_witness = df %>% filter(Witness_race == ""White"")
ww_acc_glm <- glm(Juror_accuracy ~ Target_race, data = w_witness, family = ""binomial"")

# black witness follow up
b_witness = df %>% filter(Witness_race == ""Black"")
bw_acc_glm <- glm(Juror_accuracy ~ Target_race, data = b_witness, family = ""binomial"")

# white lineup follow up
w_lineup = df %>% filter(Target_race == ""White"")
wl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = w_lineup, family = ""binomial"")

# black lineup follow up
b_lineup = df %>% filter(Target_race == ""Black"")
bl_acc_glm <- glm(Juror_accuracy ~ Juror_race, data = b_lineup, family = ""binomial"")",,1,
