analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement,codebot_human_agreement
5,transformation,"First, we calculated six indexes  of careless responses for each row: long string, standard  deviation, the correlation between two half scales,  Mahalanobis distance by the R package careless (Yentes  & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016).",0,"data_study_1$lzpoly <- lzpoly(matrix = irtdata,
                                     Ncat = 7)$Pfscores",code_Study1.R:463-464,1,"In Study 1, a paired-samples t-test evaluated differences in the person-fit lpzm index between gibberish and content scales. The lpzm index, reflecting the likelihood of a response pattern under an IRT model, was compared to see if gibberish responses appeared more or less consistent with the model than content responses (M_gibberish = 0.81, M_content = -0.69). The difference was statistically significant, t(619) = 15.0, p < .001, Cohen’s d = 0.83.","The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. We transformed the data into long format by stacking the 32 columns into 16 columns representing the questions and adding a 17th column to indicate whether each row originated from the gibberish or content scale. The analysis included six steps. First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the R package PerFit (Tendeiro et al., 2016). Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items. Before conducting these t  tests, we removed two respondents who did not have both content and gibberish responses to ensure the analysis included only complete data from all participants.",,"irtdata <- data_study_1[, 1:16]-1
data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$PFscores
data_study_1$lzpoly <- lzpoly(matrix = irtdata,
                                     Ncat = 7)$PFscores
...
# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)
...
filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, lzpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, lzpoly ~ condition, paired = TRUE)",,0,0
5,inference criterion,95% CI,2,"t.test(data = filtered_data, lzpoly ~ condition, paired = TRUE)",code_Study1.R:732,1,"In Study 1, a paired-samples t-test evaluated differences in the person-fit lpzm index between gibberish and content scales. The lpzm index, reflecting the likelihood of a response pattern under an IRT model, was compared to see if gibberish responses appeared more or less consistent with the model than content responses (M_gibberish = 0.81, M_content = -0.69). The difference was statistically significant, t(619) = 15.0, p < .001, Cohen’s d = 0.83.","Table 1.  Comparison of Classification Metrics Between Gibberish and Content Responses Using Paired-Samples t  Test
...
Method M gibberish M content Difference 95% CI t(df = 619) p value Cohen’s d
...
Person-fit lp
zm 0.81 −0.69 1.5 [1.3, 1.7] 15.0 < .001 0.83",,"# Paired t-tests between gibberish and content

t.test(data = filtered_data, lzpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, lzpoly ~ condition, paired = TRUE)",,1,1
6,model specification,"Second, we ran paired-samples t tests comparing these carelessresponses-index scores among the content items with the gibberish items. […] Cohen’s d",0; 2,"t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",code_Study1.R:730-731,1,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items.",,"# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

# Paired t-tests between gibberish and content
...
filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",,1,1
6,variable specification,M gibberish M content,2,"t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",code_Study1.R:730-731,1,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","Finally, the person-fit analysis evaluates the consistency of participants’ responses using item-response-theory (IRT) models. It examines whether individual response patterns align with overall sample trends or IRT-model predictions. The method includes several indices, two of which we use. One index is G
p
m (Guttman errors). It measures deviations in response order when items are arranged by difficulty or popularity. For polytomous items, it considers “item steps,” representing thresholds between response options. Errors are presumed when less popular steps are chosen over more popular ones, and higher error counts indicate less consistency. ... The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. ... First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016). Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items. ... Table 1 presents the results of the paired-samples t test, indicating significant differences for all examined metrics. ... Person-fit Gp
m 124.1 396.9 −272.79 [−298.6, −246.9] −21.4 < .001 −1.17",,"# Calculation of within-subject indices to identify careless responses 
# (indices also based on the responses of all respondents in the sample 
# will be calculated later, after splitting the data into training and testing)
...
irtdata <- data_study_1[, 1:16]-1
data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$PFscores
...
# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)
...
filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",,1,1
6,transformation,,,,,,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. We transformed the data into long format by stacking the 32 columns into 16 columns representing the questions and adding a 17th column to indicate whether each row originated from the gibberish or content scale. The analysis included six steps. First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the R package PerFit (Tendeiro et al., 2016). Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items.",,"irtdata <- data_study_1[, 1:16]-1
data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$PFscores
data_study_1$lzpoly <- lzpoly(matrix = irtdata,
                                     Ncat = 7)$PFscores

# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",,0,
6,variable specification,Person-fit Gpm,2,"t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",code_Study1.R:730-731,1,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","Finally, the person-fit analysis evaluates the consistency of participants’ responses using item-response-theory (IRT) models. It examines whether individual response patterns align with overall sample trends or IRT-model predictions. The method includes several indices, two of which we use. One index is G
p
m (Guttman errors). It measures deviations in response order when items are arranged by difficulty or popularity. For polytomous items, it considers “item steps,” representing thresholds between response options. Errors are presumed when less popular steps are chosen over more popular ones, and higher error counts indicate less consistency. ... The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. ... First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016). Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items. ... Table 1 presents the results of the paired-samples t test, indicating significant differences for all examined metrics. ... Person-fit Gp
m 124.1 396.9 −272.79 [−298.6, −246.9] −21.4 < .001 −1.17",,"# Calculation of within-subject indices to identify careless responses 
# (indices also based on the responses of all respondents in the sample 
# will be calculated later, after splitting the data into training and testing)
...
irtdata <- data_study_1[, 1:16]-1
data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$PFscores
...
# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)
...
filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",,1,1
6,transformation,"First, we calculated six indexes  of careless responses for each row: long string, standard  deviation, the correlation between two half scales,  Mahalanobis distance by the R package careless (Yentes  & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016).",0,"data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$Pfscores",code_Study1.R:461-462,1,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. We transformed the data into long format by stacking the 32 columns into 16 columns representing the questions and adding a 17th column to indicate whether each row originated from the gibberish or content scale. The analysis included six steps. First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the R package PerFit (Tendeiro et al., 2016). Second, we ran paired-samples t tests comparing these careless-responses-index scores among the content items with the gibberish items.",,"irtdata <- data_study_1[, 1:16]-1
data_study_1$gpoly <- Gpoly(matrix = irtdata,
                            Ncat = 7)$PFscores
data_study_1$lzpoly <- lzpoly(matrix = irtdata,
                                     Ncat = 7)$PFscores

# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)",,0,0
6,inference criterion,95% CI,2,"t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)",code_Study1.R:730,1,"In Study 1, a paired-samples t-test compared the person-fit Gpm index between gibberish and content scales for each respondent. This test examined whether gibberish response patterns showed fewer Guttman-type errors (lower Gpm values) than content responses (M_gibberish = 124.1, M_content = 396.9), challenging the idea that misfit signals carelessness. The result was a large, significant difference, t(619) = -21.4, p < .001, Cohen’s d = -1.17.","Table 1.  Comparison of Classification Metrics Between Gibberish and Content Responses Using Paired-Samples t  Test
Method M gibberish M content Difference 95% CI t(df = 619) p value Cohen’s d
...
Person-fit Gp m 124.1 396.9 −272.79 [−298.6, −246.9] −21.4 < .001 −1.17
Note: CI = confidence interval.",,"# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

# Paired t-tests between gibberish and content
filtered_data$gpoly <- unlist(filtered_data$gpoly); filtered_data$lzpoly <- unlist(filtered_data$lzpoly)
t.test(data = filtered_data, gpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, gpoly ~ condition, paired = TRUE)
t.test(data = filtered_data, lzpoly ~ condition, paired = TRUE)
cohen.d(data = filtered_data, lzpoly ~ condition, paired = TRUE)",,1,1
7,model specification,"Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit). [...] We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M = 2.07, difference =−1.56, 95% confidence interval [CI] = [−1.66,  1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.[...] The methods that presented results contrary to their assumption, Mahalanobis distance, personal reliability of each respondent, and person- fit in both indices, were not examined.",0,"t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",code_Study1.R:738-739,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","Specifically, we tested concurrent validity. We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M  = 2.07, difference = −1.56, 95% confidence interval [CI] =  [ −1.66, −1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.",,"# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,1,1
7,variable specification,"Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit). [...] We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M = 2.07, difference =−1.56, 95% confidence interval [CI] = [−1.66,  1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.[...] The methods that presented results contrary to their assumption, Mahalanobis distance, personal reliability of each respondent, and person- fit in both indices, were not examined.",0,"data_study_1 <- import(""study1_IDs.csv"") […] filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition) […] t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56) ",code_Study1.R:23;716-718;738-739,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t  test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis dis- tance, and two indices of person-fit).
...
We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M  = 2.07, difference = −1.56, 95% confidence interval [CI] =  [ −1.66, −1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.",,"# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,1,1
7,transformation,"First, we calculated six indexes  of careless responses for each row: long string, standard  deviation, the correlation between two half scales,  Mahalanobis distance by the R package careless (Yentes  & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016). [...] Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit). [...] We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M = 2.07, difference =−1.56, 95% confidence interval [CI] = [−1.66,  1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.[...] The methods that presented results contrary to their assumption, Mahalanobis distance, personal reliability of each respondent, and person- fit in both indices, were not examined.",0,"tune.out <- tune.svm(as.factor(condition) ~ ., data = data_study_1[, c(1:16, 17)], kernel = 'radial', probability = TRUE)
prob.GibML <- predict(tune.out$best.model, data_study_1[, 1:16], probability = TRUE)
data_study_1$GibML <- attr(prob.GibML, ""probabilities"")[,2]",466-468,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. We transformed the data into long format by stacking the 32 columns into 16 columns representing the questions and adding a 17th column to indicate whether each row originated from the gibberish or content scale. The analysis included six steps. First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the R package PerFit (Tendeiro et al., 2016). ... Fifth, we reapplied the SVM model training to the complete data set, including all the responses, and ran the prediction once again on the complete data set. This second process is the practical application of GibML, and it was conducted to detect anomalous respondents within the responses provided on the content and gibberish scales. ... Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit).",,"# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,,
7,variable specification,"Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit). [...] We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M = 2.07, difference =−1.56, 95% confidence interval [CI] = [−1.66,  1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.[...] The methods that presented results contrary to their assumption, Mahalanobis distance, personal reliability of each respondent, and person- fit in both indices, were not examined.",0,"data_study_1 <- import(""study1_IDs.csv"") […] filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition) […] t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",code_Study1.R:23;716-718;738-739,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t  test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis dis- tance, and two indices of person-fit).
...
We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M  = 2.07, difference = −1.56, 95% confidence interval [CI] =  [ −1.66, −1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.",,"# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,1,1
7,transformation,"First, we calculated six indexes  of careless responses for each row: long string, standard  deviation, the correlation between two half scales,  Mahalanobis distance by the R package careless (Yentes  & Wilhelm, 2021), and two person-fit indices by the  R package PerFit (Tendeiro et al., 2016). [...] Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit). [...] We ran t tests that examined the differences in the careless-responding indicators between the 5% classified as gibberish from the content scales compared with the 95% classified correctly. The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M = 2.07, difference =−1.56, 95% confidence interval [CI] = [−1.66,  1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.[...] The methods that presented results contrary to their assumption, Mahalanobis distance, personal reliability of each respondent, and person- fit in both indices, were not examined.",0,"data_study_1$sd <- careless::irv(data_study_1[,1:16])",code_Study1.R:36,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","The data set originally contained 32 columns comprising two types of scales: 16 columns with gibberish questions and 16 columns with content questions. We transformed the data into long format by stacking the 32 columns into 16 columns representing the questions and adding a 17th column to indicate whether each row originated from the gibberish or content scale. The analysis included six steps. First, we calculated six indexes of careless responses for each row: long string, standard deviation, the correlation between two half scales, Mahalanobis distance by the R package careless (Yentes & Wilhelm, 2021), and two person-fit indices by the R package PerFit (Tendeiro et al., 2016). ... Fifth, we reapplied the SVM model training to the complete data set, including all the responses, and ran the prediction once again on the complete data set. This second process is the practical application of GibML, and it was conducted to detect anomalous respondents within the responses provided on the content and gibberish scales. ... Finally, we used the GibML method to classify respondents into normal and anomalous groups in their content scales and used a t test to examine the difference in the careless-response score obtained with all quantitative methods (standard deviation, long string, personal reliability, Mahalanobis distance, and two indices of person-fit).",,"# Deleting two respondents who do not have both types of scales,
# so that we can do a paired samples t-test
counts <- table(data_study_1$Participant_ID)
single_row_ids <- names(counts[counts < 2])
filtered_data <- data_study_1[!data_study_1$Participant_ID %in% single_row_ids, ]
filtered_data <- filtered_data %>%
  arrange(Participant_ID, condition)

# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,,
7,inference criterion,95% confidence interval [CI],0,"t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",code_Study1.R:738-739,1,"To assess concurrent validity of the GibML classifier in Study 1, an independent-samples Welch t-test compared the standard deviation of content-scale responses between respondents classified as gibberish-like (careless) versus those classified as normal. The test evaluated whether the 5% of respondents whose content responses were labeled gibberish-like had lower response variability (M = 0.51) than the correctly classified group (M = 2.07). Results indicated a very large and significant difference, t(506.9) = -30.96, p < .001, Cohen’s d = -2.49.","The results support Hypothesis 3: The average standard deviation of the content responses classified as gibberish, M = 0.51, is smaller than the standard deviation of the content responses classified correctly, M  = 2.07, difference = −1.56, 95% confidence interval [CI] =  [ −1.66, −1.46], t(506.9) = −30.96, p < .001, Cohen’s d = −2.49.",,"# T-tests between respondents on content scales classified as careless and classified as content responders

t.test(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)
cohen.d(data = filtered_data[data_study_1$condition == ""content"",], sd ~ GibML > 0.56)",,1,1
