analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement,codebot_human_agreement
2,transformation,Accuracy by question type and a total score was calculated,0.0,,generate-v-retrieve-analyses.Rmd,,,,,,,,
2,inference criterion,"Children in the Generating Predictions group correctly answered on average eight out of 12 questions at pretest (M = 0.64, 95% CI [0.62, 0.66]). Similarly, children in the Retrieve group also correctly answered on average eight out of 12 questions at pretest (M = 0.64, 95% CI [0.62, 0.66]). To investigate these differences, we used a two-sample t-test for null hypothesis significance testing, and an equivalence test, via two one-sided tests with α-level of .05. [...] t(86) = −12, p < .01, mean difference = −0.0013, 90% CI [−0.048, 0.045]; Hedges’g(av) = −0.010, 90% CI [−0.36, 0.34].",0.0,,generate-v-retrieve-analyses.Rmd,,,,,,,,
3,model specification,"Across both groups, children were also highly and equally accurateon the catch trials at pretest for both the Generating Predictions,M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95%CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",0.0,"# Pretest performance (catch trials)

```{r}
t.test(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:73-77,0,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","To investigate these differences, we used a two-sample t-test for null hypothesis significance testing, and an equivalence test, via two one-sided tests with α-level of .05. ... To test this equivalence, we used a true mean difference between−0.2 and 0.2 (equivalent to one question accuracy difference between the groups).",,,,,
3,variable specification,"Across both groups, children were also highly and equally accurateon the catch trials at pretest for both the Generating Predictions,M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95%CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",0.0,"# Pretest performance (catch trials)

```{r}
t.test(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:73-77,1,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","Across both groups, children were also highly and equally accurate on the catch trials at pretest for both the Generating Predictions, M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95% CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between−0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups,t(86) = −12, p < .01, mean difference = 0, 90% CI [ −0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [ −0.359, 0.359].",,,,,
3,transformation,,,,generate-v-retrieve-analyses.Rmd,,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","Across both groups, children were also highly and equally accurate on the catch trials at pretest for both the Generating Predictions, M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95% CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",,"{""code_value"":""data <- read.csv(\""Generate vs. Retrieve Study Data.csv\"")\n\n# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)\n\n# Removes two participants 7 and 47\n\ndata <- data[which(data$Pretest.Catch>.60),]\n\n# Pretest performance (catch trials)\n\nt.test(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""],var.equal = T)\ncohen.d(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""])\n"",""evidence"":{""code_path"":""/Users/jamie/git/codebot-for-psychology/data/raw/main/codebot/materials/codebot_pairs/carvalho/generate-v-retrieve-analyses.Rmd"",""code_lines"":""data <- read.csv(\""Generate vs. Retrieve Study Data.csv\"")\n\n# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)\n\n# Removes two participants 7 and 47\n\ndata <- data[which(data$Pretest.Catch>.60),]\n\n# Pretest performance (catch trials)\n\nt.test(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""],var.equal = T)\ncohen.d(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""])”}}",,,
3,variable specification,"Across both groups, children were also highly and equally accurateon the catch trials at pretest for both the Generating Predictions,M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95%CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",0.0,"# Pretest performance (catch trials)

```{r}
t.test(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:73-77,1,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","Across both groups, children were also highly and equally accurate on the catch trials at pretest for both the Generating Predictions, M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95% CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between−0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups,t(86) = −12, p < .01, mean difference = 0, 90% CI [ −0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [ −0.359, 0.359].",,,,,
3,transformation,Accuracy by question type and a total score was calculated,0.0,,generate-v-retrieve-analyses.Rmd,,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","Across both groups, children were also highly and equally accurate on the catch trials at pretest for both the Generating Predictions, M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95% CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",,"{""code_value"":""data <- read.csv(\""Generate vs. Retrieve Study Data.csv\"")\n\n# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)\n\n# Removes two participants 7 and 47\n\ndata <- data[which(data$Pretest.Catch>.60),]\n\n# Pretest performance (catch trials)\n\nt.test(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""],var.equal = T)\ncohen.d(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""])\n"",""evidence"":{""code_path"":""/Users/jamie/git/codebot-for-psychology/data/raw/main/codebot/materials/codebot_pairs/carvalho/generate-v-retrieve-analyses.Rmd"",""code_lines"":""data <- read.csv(\""Generate vs. Retrieve Study Data.csv\"")\n\n# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)\n\n# Removes two participants 7 and 47\n\ndata <- data[which(data$Pretest.Catch>.60),]\n\n# Pretest performance (catch trials)\n\nt.test(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""],var.equal = T)\ncohen.d(data$Pretest.Catch[data$Condition==\""GENERATE\""],data$Pretest.Catch[data$Condition==\""RETRIEVE\""])”}}",,,
3,inference criterion,"Across both groups, children were also highly and equally accurateon the catch trials at pretest for both the Generating Predictions,M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95%CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",0.0,"# Pretest performance (catch trials)

```{r}
t.test(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:73-77,1,"A TOST equivalence test was conducted on pretest catch-trial accuracy (proportion correct on 5 catch items) to determine whether performance on these easier control items was equivalent between the Generating Predictions and Retrieve conditions. Equivalence bounds were set at ±0.2 (approximately one item difference), and the test evaluated if the mean difference in catch accuracy fell within this range.","Across both groups, children were also highly and equally accurate on the catch trials at pretest for both the Generating Predictions, M = 0.96, 95% CI [0.95, 0.98], and Retrieve groups, M = 0.96, 95% CI [0.95, 0.98]. To test this equivalence, we used a true mean difference between −0.2 and 0.2 (equivalent to one question accuracy difference between the groups). We found that performance was statistically equivalent between the two groups, t(86) = −12, p < .01, mean difference = 0, 90% CI [−0.028, 0.028]; Hedges’ g(av) = 0, 90% CI [−0.359, 0.359].",,"# Pretest performance (catch trials)

```{r}
t.test(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Pretest.Catch[data$Condition==""GENERATE""],data$Pretest.Catch[data$Condition==""RETRIEVE""])
```",,0,0
4,model specification,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28],",0.0,"# Lesson performance (overall)

```{r}
t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:80-84,1,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"# Lesson performance (overall)

```{r}
t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])
```",,1,1
4,variable specification,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28],",0.0,"# Lesson performance (overall)

```{r}
t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:80-84,1,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"# Lesson performance (overall)

t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])

# age effects?
m_age <- lm(Lesson.Means~Condition*FIXED.GRADE.LEVEL,data=data)
summary(m_age)",,1,1
4,transformation,,,,generate-v-retrieve-analyses.Rmd,,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classiﬁcation pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"data <- read.csv(""Generate vs. Retrieve Study Data.csv"")

# Exclude participants who did not understand task (less than <.60 on the pretest catch trials)

# Removes two participants 7 and 47

data <- data[which(data$Pretest.Catch>.60),]

# Lesson performance (overall)

t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])

# age effects?
m_age <- lm(Lesson.Means~Condition*FIXED.GRADE.LEVEL,data=data)
summary(m_age)
library(effectsize)
effectsize(m_age)
confint(m_age)

mean(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""K""])
sd(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""K""])

mean(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""P""])
sd(data$Lesson.Means[data$FIXED.GRADE.LEVEL==""P""])",,,
4,variable specification,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28],",0.0,"# Lesson performance (overall)

```{r}
t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])",generate-v-retrieve-analyses.Rmd:80-84,1,A two-sample t-test compared accuracy on the eight lesson classification pages (proportion of correct insect classifications during the lesson) between the Retrieve and Generating Predictions conditions. The analysis tested whether children were more accurate when asked to retrieve after instruction versus generate predictions before instruction during the lesson itself.,"Consistent with this prediction, children were more accurate on the lesson classification pages in the Retrieve group (M = 0.81, 95% CI [0.79, 0.82]) than in the Generating Predictions group (M = 0.67, 95% CI [0.64, 0.70]), t(86) = −3.93, p = .0002, d = 0.84, 95% CI [0.40, 1.28], suggesting that as anticipated, generating a response is more error-prone than immediate retrieval.",,"# Lesson performance (overall)

t.test(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""],var.equal = T)
cohen.d(data$Lesson.Means[data$Condition==""GENERATE""],data$Lesson.Means[data$Condition==""RETRIEVE""])

# age effects?
m_age <- lm(Lesson.Means~Condition*FIXED.GRADE.LEVEL,data=data)
summary(m_age)",,1,1
