analysis_id,dimension,human_manuscript_content,human_manuscript_location,human_code_content,human_code_location,human_match_judgement,codebot_brief_description,codebot_manuscript_content,codebot_manuscript_location,codebot_code_content,codebot_code_location,codebot_match_judgement,codebot_human_agreement
11,inference criterion,p < .005.,2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,,"Pearson correlation between T3 singlehood satisfaction and T2 life satisfaction, evaluating the relationship between later singlehood satisfaction and contemporaneous life satisfaction at T2. The correlation was positive, r ≈ .23, p < .005.","Note. Satisfaction with singlehood and life satisfaction ranged from 0 to 10. Extraversion and neuroticism ranged from 1 to 5. Extraversion and neuroticism were assessed in Waves 2, 6, and 11, depending on participants’ cohort membership. All correlations were significant at p < .005.",,,,,
12,model specification,"Table 2 shows the means, standard deviations, and zeroorder correlations among the study variables across birth cohorts and age groups (see Supplemental Table S2 for means and standard deviations separated by birth cohorts and age groups). [...] Descriptive Characteristics and Pearson Correlations Among the Study Variables",0;2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,1,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.","Table 2. Descriptive Characteristics and Pearson Correlations Among the Study Variables.

""Table 2 shows the means, standard deviations, and zero-order correlations among the study variables across birth cohorts and age groups (see Supplemental Table S2 for means and standard deviations separated by birth cohorts and age groups).""",,"#### Table 2: Descriptive characteristics and Pearson correlations among study variables ###############

# Correlations across key variables

library(Hmisc)

cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")
cor_r <- as.data.frame(round(cor$r, 2))",,1,1
12,variable specification,T2 singlehood satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.","Table 2. Descriptive Characteristics and Pearson Correlations Among the Study Variables. Variable 1 2 3 4 5 6 7 8 1. T1 singlehood satisfaction (n = 2,883)  2. T2 singlehood satisfaction (n = 2,894) .48  3. T3 singlehood satisfaction (n = 2,890) .43 .55  4. T1 life satisfaction (n = 2,935) .34 .25 .24  … Note. Satisfaction with singlehood and life satisfaction ranged from 0 to 10. Extraversion and neuroticism ranged from 1 to 5. Extraversion and neuroticism were assessed in Waves 2, 6, and 11, depending on participants’ cohort membership. All correlations were significant at p < .005.",,"#### Table 2: Descriptive characteristics and Pearson correlations among study variables ###############

# Correlations across key variables

library(Hmisc)

cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")
cor_r <- as.data.frame(round(cor$r, 2))

# sample sizes
row.names(cor_r)[1:8] <- c(paste0(""1. T1 Satisfaction with singlehood (n = "", cor$n[1,1], "")""),
                           paste0(""2. T2 Satisfaction with singlehood (n = "", cor$n[2,2], "")""),
                           paste0(""3. T3 Satisfaction with singlehood (n = "", cor$n[3,3], "")""),
                           paste0(""4. T1 Life satisfaction (n = "", cor$n[4,4], "")""),
                           paste0(""5. T2 Life satisfaction (n = "", cor$n[5,5], "")""),
                           paste0(""6. T3 Life satisfaction (n = "", cor$n[6,6], "")""),
                           paste0(""7. Extraversion (n = "", cor$n[7,7], "")""),
                           paste0(""8. Neuroticism (n = "", cor$n[8,8], "")""))

colnames(cor_r) <- c(1:8)

# means & SDs
M_SD <- data %>% ungroup() %>% select(sinsatt1, sinsatt2, sinsatt3, lifesatt1, lifesatt2, lifesatt3, extra_M, neuro_M) %>%
  summarise_all(funs(mean, sd), na.rm = TRUE) %>%
  mutate(across(everything(), round, 2))",,1,1
12,transformation,,,,,,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.","Personality traits. Personality traits were assessed in Waves 2, 10, and 11 (the latter only for the refreshment sample) in the CASI mode with a short version of the Big Five Inventory (Rammstedt & John, 2005). The dimensions extraversion (e.g., “I get enthusiastic easily and can motivate others easily”) and neuroticism (e.g., “I worry a lot”) were assessed with four items each. The response format ranged from 1 (absolutely incorrect) to 5 (absolutely correct). For each trait, we used wave-specific mean scores. Specifically, for individuals in the earlier-born cohort, we used personality-trait items from Wave 2; for individuals in the later-born cohort, we used personality-trait items from Waves 10 (birth cohorts 1991-1993 and 1981-1983) and 11 (birth cohort 2001-2003). Thus, participants varied in the timing of their personality-trait assessments.",,"### Participants from wave 1 ###
anchor1 <- anchor1 %>% select(id, sex_gen, ethni, cohort, age, sd3, np, sat6, sat2) %>%
  rename(sex = sex_gen,
         aget1 = age,
         relt1 = sd3,
         prevrel = np,
         lifesatt1 = sat6,
         sinsatt1 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(sex = sex - 1,
         relt1 = ifelse(relt1 == 2, 0, relt1))

### Participants from wave 2 ###
anchor2 <- anchor2 %>% select(id, age, relstat, starts_with(""ehc2p""), sat6, sat2, starts_with(""per3i"")) %>%
  rename(aget2 = age,
         lifesatt2 = sat6,
         sinsatt2 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(relt2 = ifelse(relstat == 1 |
                          relstat == 6 |
                          relstat == 9, 0, 1)) %>% 
  select(-c(ehc2p1, ehc2p2, ehc2p3, ehc2p4, ehc2p5)) %>%
  mutate(months_rel_t1_t2 = rowSums(.[c(4:93)], na.rm = TRUE)) %>%
  mutate_at(c(96:116), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, aget2, relt2, months_rel_t1_t2, lifesatt2, sinsatt2, extra_M, neuro_M, agree_M, consc_M, open_M)

### single at T1 ###
data <- data %>% filter(relt1 == 0) # N = 8,321

### single throughout T1-3 ###
data <- data %>% filter(months_rel_t1_t2 == 0, relt2 == 0, months_rel_t2_t3 == 0, relt3 == 0) # N = 3,161

### missings on both well-being measures ###
data <- data %>% filter(!(is.na(lifesatt1) & is.na(sinsatt1))) # N = 3,161

# write.table(data, ""data_wide.txt"")",,,
12,variable specification,T1 life satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.","Table 2. Descriptive Characteristics and Pearson Correlations Among the Study Variables. Variable 1 2 3 4 5 6 7 8 1. T1 singlehood satisfaction (n = 2,883)  2. T2 singlehood satisfaction (n = 2,894) .48  3. T3 singlehood satisfaction (n = 2,890) .43 .55  4. T1 life satisfaction (n = 2,935) .34 .25 .24  … Note. Satisfaction with singlehood and life satisfaction ranged from 0 to 10. Extraversion and neuroticism ranged from 1 to 5. Extraversion and neuroticism were assessed in Waves 2, 6, and 11, depending on participants’ cohort membership. All correlations were significant at p < .005.",,"#### Table 2: Descriptive characteristics and Pearson correlations among study variables ###############

# Correlations across key variables

library(Hmisc)

cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")
cor_r <- as.data.frame(round(cor$r, 2))

# sample sizes
row.names(cor_r)[1:8] <- c(paste0(""1. T1 Satisfaction with singlehood (n = "", cor$n[1,1], "")""),
                           paste0(""2. T2 Satisfaction with singlehood (n = "", cor$n[2,2], "")""),
                           paste0(""3. T3 Satisfaction with singlehood (n = "", cor$n[3,3], "")""),
                           paste0(""4. T1 Life satisfaction (n = "", cor$n[4,4], "")""),
                           paste0(""5. T2 Life satisfaction (n = "", cor$n[5,5], "")""),
                           paste0(""6. T3 Life satisfaction (n = "", cor$n[6,6], "")""),
                           paste0(""7. Extraversion (n = "", cor$n[7,7], "")""),
                           paste0(""8. Neuroticism (n = "", cor$n[8,8], "")""))

colnames(cor_r) <- c(1:8)

# means & SDs
M_SD <- data %>% ungroup() %>% select(sinsatt1, sinsatt2, sinsatt3, lifesatt1, lifesatt2, lifesatt3, extra_M, neuro_M) %>%
  summarise_all(funs(mean, sd), na.rm = TRUE) %>%
  mutate(across(everything(), round, 2))",,1,1
12,transformation,,,,,,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.","Personality traits. Personality traits were assessed in Waves 2, 10, and 11 (the latter only for the refreshment sample) in the CASI mode with a short version of the Big Five Inventory (Rammstedt & John, 2005). The dimensions extraversion (e.g., “I get enthusiastic easily and can motivate others easily”) and neuroticism (e.g., “I worry a lot”) were assessed with four items each. The response format ranged from 1 (absolutely incorrect) to 5 (absolutely correct). For each trait, we used wave-specific mean scores. Specifically, for individuals in the earlier-born cohort, we used personality-trait items from Wave 2; for individuals in the later-born cohort, we used personality-trait items from Waves 10 (birth cohorts 1991-1993 and 1981-1983) and 11 (birth cohort 2001-2003). Thus, participants varied in the timing of their personality-trait assessments.",,"### Participants from wave 1 ###
anchor1 <- anchor1 %>% select(id, sex_gen, ethni, cohort, age, sd3, np, sat6, sat2) %>%
  rename(sex = sex_gen,
         aget1 = age,
         relt1 = sd3,
         prevrel = np,
         lifesatt1 = sat6,
         sinsatt1 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(sex = sex - 1,
         relt1 = ifelse(relt1 == 2, 0, relt1))

### Participants from wave 2 ###
anchor2 <- anchor2 %>% select(id, age, relstat, starts_with(""ehc2p""), sat6, sat2, starts_with(""per3i"")) %>%
  rename(aget2 = age,
         lifesatt2 = sat6,
         sinsatt2 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(relt2 = ifelse(relstat == 1 |
                          relstat == 6 |
                          relstat == 9, 0, 1)) %>% 
  select(-c(ehc2p1, ehc2p2, ehc2p3, ehc2p4, ehc2p5)) %>%
  mutate(months_rel_t1_t2 = rowSums(.[c(4:93)], na.rm = TRUE)) %>%
  mutate_at(c(96:116), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, aget2, relt2, months_rel_t1_t2, lifesatt2, sinsatt2, extra_M, neuro_M, agree_M, consc_M, open_M)

### single at T1 ###
data <- data %>% filter(relt1 == 0) # N = 8,321

### single throughout T1-3 ###
data <- data %>% filter(months_rel_t1_t2 == 0, relt2 == 0, months_rel_t2_t3 == 0, relt3 == 0) # N = 3,161

### missings on both well-being measures ###
data <- data %>% filter(!(is.na(lifesatt1) & is.na(sinsatt1))) # N = 3,161

# write.table(data, ""data_wide.txt"")",,,
12,inference criterion,p < .005.,2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,,"Pearson correlation between T2 singlehood satisfaction and T1 life satisfaction, evaluating whether later singlehood satisfaction is associated with earlier life satisfaction. The correlation was positive but smaller, r ≈ .25, p < .005.",All correlations were significant at p < .005.,,,,,
13,model specification,"Table 2 shows the means, standard deviations, and zeroorder correlations among the study variables across birth cohorts and age groups (see Supplemental Table S2 for means and standard deviations separated by birth cohorts and age groups). [...] Descriptive Characteristics and Pearson Correlations Among the Study Variables",0;2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,1,,,,,,,
13,variable specification,T2 singlehood satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,,,,,,,
13,transformation,,,,,,,,,,,,
13,variable specification,T2 life satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,,,,,,,
13,transformation,,,,,,,,,,,,
13,inference criterion,p < .005.,2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,,,,,,,,
14,model specification,"Table 2 shows the means, standard deviations, and zeroorder correlations among the study variables across birth cohorts and age groups (see Supplemental Table S2 for means and standard deviations separated by birth cohorts and age groups). [...] Descriptive Characteristics and Pearson Correlations Among the Study Variables",0;2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,1,,,,,,,
14,variable specification,T2 singlehood satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,,,,,,,
14,transformation,,,,,,,,,,,,
14,variable specification,T3 life satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,,,,,,,
14,transformation,,,,,,,,,,,,
14,inference criterion,p < .005.,2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,,,,,,,,
15,model specification,"Table 2 shows the means, standard deviations, and zeroorder correlations among the study variables across birth cohorts and age groups (see Supplemental Table S2 for means and standard deviations separated by birth cohorts and age groups). [...] Descriptive Characteristics and Pearson Correlations Among the Study Variables",0;2,"cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:56,1,,,,,,,
15,variable specification,T2 singlehood satisfaction,2,"data <- read.table(""data_wide.txt"") […] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",1_descriptive_analyses.R:9;56,1,,,,,,,
15,transformation,,,,,,,,,,,,
15,variable specification,Extraversion,2,"### Participants from wave 2 ###
anchor2 <- anchor2 %>% select(id, age, relstat, starts_with(""ehc2p""), sat6, sat2, starts_with(""per3i"")) %>%
  rename(aget2 = age,
         lifesatt2 = sat6,
         sinsatt2 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(relt2 = ifelse(relstat == 1 |
                          relstat == 6 |
                          relstat == 9, 0, 1)) %>% 
  select(-c(ehc2p1, ehc2p2, ehc2p3, ehc2p4, ehc2p5)) %>%
  mutate(months_rel_t1_t2 = rowSums(.[c(4:93)], na.rm = TRUE)) %>%
  mutate_at(c(96:116), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, aget2, relt2, months_rel_t1_t2, lifesatt2, sinsatt2, extra_M, neuro_M, agree_M, consc_M, open_M) [...] anchor1_3 <- merge(anchor1, anchor2, by = ""id"", all.x = TRUE) [...] ### Participants from wave 11 ###
anchor11 <- anchor11 %>% select(id, sex_gen, ethni, cohort, age, relstat, np, sat6, sat2, starts_with(""per3i"")) %>%
  rename(sex = sex_gen,
         aget1 = age,
         lifesatt1 = sat6,
         sinsatt1 = sat2,
         prevrel = np) %>%
  mutate(relt1 = ifelse(relstat == 1 |
                           relstat == 6 |
                           relstat == 9, 0, 1),
         sex = sex - 1) %>% 
  replace(((.) < 0), NA) %>%
  mutate_at(c(10:30), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, sex, ethni, cohort, aget1, relt1, prevrel, lifesatt1, sinsatt1, extra_M, neuro_M, agree_M, consc_M, open_M) [...] # wave 10
anchor10 <- anchor10 %>% select(id, starts_with(""per3i"")) %>%
  mutate_at(c(2:22), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>% 
  replace(((.) < 0), NA) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M  = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, extra_M, neuro_M, agree_M, consc_M, open_M)

anchor11_13 <- anchor11_13 %>% left_join(anchor10, by = ""id"") %>%
  mutate(extra_M = ifelse(is.na(extra_M.x), extra_M.y, extra_M.x),
         neuro_M = ifelse(is.na(neuro_M.x), neuro_M.y, neuro_M.x),
         agree_M = ifelse(is.na(agree_M.x), agree_M.y, agree_M.x),
         consc_M = ifelse(is.na(consc_M.x), consc_M.y, consc_M.x),
         open_M = ifelse(is.na(open_M.x), open_M.y, open_M.x)) %>%
  select(-c(21:30)) [...] data <- rbind(anchor1_3, anchor11_13)  [...] # write.table(data, ""data_wide.txt"") [...] cor <- rcorr(as.matrix(data[, c(""sinsatt1"", ""sinsatt2"", ""sinsatt3"", ""lifesatt1"", ""lifesatt2"", ""lifesatt3"", ""extra_M"", ""neuro_M"")]), type = ""pearson"")",0_clean_data.R;0_clean_data.R;0_clean_data.R;0_clean_data.R;0_clean_data.R;0_clean_data.R;1_descriptive_analyses.R:46-67;85;100-122;170-191;196;299;56,1,,,,,,,
15,transformation,"For each trait, we used wave-specific mean scores. Specifically, for individuals in the earlier-born cohort, we used personality-trait
items from Wave 2; for individuals in the later-born cohort, we used personality-trait items from Waves 10 (birth cohorts 1991-1993 and 1981-1983) and 11 (birth cohort 2001-2003). Thus, participants varied in the timing of their personalitytrait assessments.",0,"### Participants from wave 2 ###
anchor2 <- anchor2 %>% select(id, age, relstat, starts_with(""ehc2p""), sat6, sat2, starts_with(""per3i"")) %>%
  rename(aget2 = age,
         lifesatt2 = sat6,
         sinsatt2 = sat2) %>%
  replace(((.) < 0), NA) %>%
  mutate(relt2 = ifelse(relstat == 1 |
                          relstat == 6 |
                          relstat == 9, 0, 1)) %>% 
  select(-c(ehc2p1, ehc2p2, ehc2p3, ehc2p4, ehc2p5)) %>%
  mutate(months_rel_t1_t2 = rowSums(.[c(4:93)], na.rm = TRUE)) %>%
  mutate_at(c(96:116), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, aget2, relt2, months_rel_t1_t2, lifesatt2, sinsatt2, extra_M, neuro_M, agree_M, consc_M, open_M) [...] anchor1_3 <- merge(anchor1, anchor2, by = ""id"", all.x = TRUE) [...] ### Participants from wave 11 ###
anchor11 <- anchor11 %>% select(id, sex_gen, ethni, cohort, age, relstat, np, sat6, sat2, starts_with(""per3i"")) %>%
  rename(sex = sex_gen,
         aget1 = age,
         lifesatt1 = sat6,
         sinsatt1 = sat2,
         prevrel = np) %>%
  mutate(relt1 = ifelse(relstat == 1 |
                           relstat == 6 |
                           relstat == 9, 0, 1),
         sex = sex - 1) %>% 
  replace(((.) < 0), NA) %>%
  mutate_at(c(10:30), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, sex, ethni, cohort, aget1, relt1, prevrel, lifesatt1, sinsatt1, extra_M, neuro_M, agree_M, consc_M, open_M) [...] # wave 10
anchor10 <- anchor10 %>% select(id, starts_with(""per3i"")) %>%
  mutate_at(c(2:22), as.numeric) %>%
  mutate_at(c(""per3i1"", ""per3i11"", ""per3i9"", ""per3i2"", ""per3i12"", ""per3i17"", ""per3i8"", ""per3i21""),
            ~ recode(., ""1"" = 5, ""2"" = 4, ""3"" = 3, 
                     ""4"" = 2, ""5"" = 1)) %>% 
  replace(((.) < 0), NA) %>%
  rowwise() %>%
  mutate(extra_M = round(mean(c(per3i1, per3i6, per3i11, per3i16), na.rm = TRUE), 2),
         neuro_M = round(mean(c(per3i4, per3i9, per3i14, per3i19), na.rm = TRUE), 2),
         agree_M = round(mean(c(per3i2, per3i7, per3i12, per3i17), na.rm = TRUE), 2),
         consc_M = round(mean(c(per3i3, per3i8, per3i13, per3i18), na.rm = TRUE), 2),
         open_M  = round(mean(c(per3i5, per3i10, per3i15, per3i20, per3i21), na.rm = TRUE), 2)) %>%
  select(id, extra_M, neuro_M, agree_M, consc_M, open_M)

anchor11_13 <- anchor11_13 %>% left_join(anchor10, by = ""id"") %>%
  mutate(extra_M = ifelse(is.na(extra_M.x), extra_M.y, extra_M.x),
         neuro_M = ifelse(is.na(neuro_M.x), neuro_M.y, neuro_M.x),
         agree_M = ifelse(is.na(agree_M.x), agree_M.y, agree_M.x),
         consc_M = ifelse(is.na(consc_M.x), consc_M.y, consc_M.x),
         open_M = ifelse(is.na(open_M.x), open_M.y, open_M.x)) %>%
  select(-c(21:30)) [...] data <- rbind(anchor1_3, anchor11_13)  [...] # write.table(data, ""data_wide.txt"")",0_clean_data.R:46-67;85;100-122;170-191;196;299,1,,,,,,,
