paper_id,analysis_id,brief_description,dimension,paper_value,code_value,match_status,explanation,paper_evidence,code_evidence
cha,3,"A Pearson correlation tested the relationship between the cumulative stress index and independent self-construal scores (Singelis scale) to evaluate discriminant validity. The association was essentially null (r = .01, p = .84), indicating that cumulative stress was unrelated to independent self-construal as expected.",Transformation Specification,"The cumulative stress measure (Slopen et al., 2012) is a composite index that captures stress accumulation across an individual’s life course. ... All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).",,unknown,"No relevant code implementing the cumulative stress transformations or the correlation analysis is provided, so it is not possible to compare the code to the paper’s description.",,
cha,3,"A Pearson correlation tested the relationship between the cumulative stress index and independent self-construal scores (Singelis scale) to evaluate discriminant validity. The association was essentially null (r = .01, p = .84), indicating that cumulative stress was unrelated to independent self-construal as expected.",Inference Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Specifically, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal (r = .01, p = .84) and weakly related to interdependent self-construal (r = −.10, p < .01).",,unknown,"There is no relevant code provided for this analysis-dimension pairing, so it is impossible to assess whether the inference criteria (e.g., p-values, alpha levels) used in the implementation match those described in the paper.",,
cha,4,"A Pearson correlation examined the association between the cumulative stress index and interdependent self-construal. The correlation was small and negative (r = −.10, p < .01), indicating a weak tendency for higher cumulative stress to be associated with slightly lower interdependent self-construal.",Model Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Specifically, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal (r = .01, p = .84) and weakly related to interdependent self-construal (r = −.10, p < .01).",,unknown,"The paper describes using correlations between the cumulative stress index and self-construal measures, but no corresponding code relevant to this analysis is provided, so the statistical test used in the implementation cannot be verified.",,
cha,4,"A Pearson correlation examined the association between the cumulative stress index and interdependent self-construal. The correlation was small and negative (r = −.10, p < .01), indicating a weak tendency for higher cumulative stress to be associated with slightly lower interdependent self-construal.",Variable Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Specifically, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal (r = .01, p = .84) and weakly related to interdependent self-construal (r = −.10, p < .01).",,unknown,There is insufficient information about the code to determine whether the variables used for the correlation between cumulative stress and interdependent self-construal match the paper’s description.,,
cha,4,"A Pearson correlation examined the association between the cumulative stress index and interdependent self-construal. The correlation was small and negative (r = −.10, p < .01), indicating a weak tendency for higher cumulative stress to be associated with slightly lower interdependent self-construal.",Transformation Specification,"All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).",,unknown,There is not enough information about the code to determine whether the cumulative stress index was constructed via standardizing and summing 11 domains as described in the paper.,,
cha,4,"A Pearson correlation examined the association between the cumulative stress index and interdependent self-construal. The correlation was small and negative (r = −.10, p < .01), indicating a weak tendency for higher cumulative stress to be associated with slightly lower interdependent self-construal.",Inference Specification,"Speciﬁcally, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal ( r = .01, p = .84) and weakly related to interdependent self-construal ( r =− .10, p , .01).",,unknown,"The paper reports the inference result (p < .01) for the correlation, but no corresponding code or inference criteria (e.g., alpha level or p-value computation) are provided for comparison. Without code showing how the p-value or decision rule was implemented, it is not possible to determine alignment.",,
cha,5,"Pearson correlation between cumulative stress and openness (Big Five trait) was computed as part of discriminant validity testing. The correlation was small and non-significant (r = −.05, p = .10), consistent with the expectation that cumulative stress would be only weakly related to openness.",Model Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Specifically, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal ( r = .01, p = .84) and weakly related to interdependent self-construal ( r =− .10, p , .01). Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,There is no relevant code provided to verify whether the Pearson correlation between cumulative stress and openness was implemented as described in the paper.,,
cha,5,"Pearson correlation between cumulative stress and openness (Big Five trait) was computed as part of discriminant validity testing. The correlation was small and non-significant (r = −.05, p = .10), consistent with the expectation that cumulative stress would be only weakly related to openness.",Variable Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19,
p , .001).",,unknown,"No code related to the Pearson correlation between cumulative stress and openness is provided, so it is not possible to verify how the variables were specified or used in the implementation.",,
cha,5,"Pearson correlation between cumulative stress and openness (Big Five trait) was computed as part of discriminant validity testing. The correlation was small and non-significant (r = −.05, p = .10), consistent with the expectation that cumulative stress would be only weakly related to openness.",Transformation Specification,"All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).
...
Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19,
p , .001).",,unknown,"There is no available code related to this analysis-dimension pairing, so it is not possible to determine whether the transformations described in the paper were implemented in the code.",,
cha,5,"Pearson correlation between cumulative stress and openness (Big Five trait) was computed as part of discriminant validity testing. The correlation was small and non-significant (r = −.05, p = .10), consistent with the expectation that cumulative stress would be only weakly related to openness.",Inference Specification,"Cumulative stress index was also only weakly related to openness
(r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion
(r =− .13, p , .001), and conscientiousness ( r =− .19,
p , .001).",,unknown,"The paper reports a p-value for the correlation with openness but does not explicitly state an inference criterion (e.g., alpha level), and no relevant code is provided to compare how inference was implemented.",,
cha,6,"A Pearson correlation assessed the relationship between cumulative stress and agreeableness. The result showed a small, negative association (r = −.10, p < .01), suggesting that higher cumulative stress was modestly associated with lower agreeableness.",Model Specification,"The cumulative stress index demonstrated good convergent validity, as evidenced by its positive and signiþcant correlations with well-established measures of stress and emotional distress, including the Perceived Stress Scale ( r = .44, p , .001; S. Cohen et al., 1983 ) and the Center for Epidemiologic Studies Depression Scale (r = .40, p , .001; Radloff, 1977). In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Speciþcally, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal ( r = .01, p = .84) and weakly related to interdependent self-construal ( r =− .10, p , .01). Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,"The paper describes using Pearson correlations to assess relationships between cumulative stress and various constructs, but no corresponding code is provided to verify the specific statistical test implemented.",,
cha,6,"A Pearson correlation assessed the relationship between cumulative stress and agreeableness. The result showed a small, negative association (r = −.10, p < .01), suggesting that higher cumulative stress was modestly associated with lower agreeableness.",Variable Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,It is unclear whether the code implementation matches the paper’s variable specification because no relevant code excerpts were provided.,,
cha,6,"A Pearson correlation assessed the relationship between cumulative stress and agreeableness. The result showed a small, negative association (r = −.10, p < .01), suggesting that higher cumulative stress was modestly associated with lower agreeableness.",Transformation Specification,"All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).",,unknown,"There is no code provided for this analysis-dimension pairing, so it is not possible to determine whether the implementation matches the paper’s description of transforming and standardizing stressor domains.",,
cha,6,"A Pearson correlation assessed the relationship between cumulative stress and agreeableness. The result showed a small, negative association (r = −.10, p < .01), suggesting that higher cumulative stress was modestly associated with lower agreeableness.",Inference Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness (r =− .19,
p , .001).",,unknown,"There is not enough information about the code implementation to determine whether the inference criteria (e.g., p-value calculation or alpha thresholds) match the paper’s description.",,
cha,7,"Pearson correlation between cumulative stress and extraversion was calculated. The association was small and negative (r = −.13, p < .001), indicating that individuals reporting more cumulative stress tended to report slightly lower extraversion.",Model Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,"The paper clearly specifies a Pearson correlation, but no relevant code was provided to verify whether the same model (Pearson correlation) was implemented.",,
cha,7,"Pearson correlation between cumulative stress and extraversion was calculated. The association was small and negative (r = −.13, p < .001), indicating that individuals reporting more cumulative stress tended to report slightly lower extraversion.",Variable Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. Specifically, the cumulative stress index was unrelated to the self-construal scale (Singelis, 1994) for both independent self-construal ( r = .01, p = .84) and weakly related to interdependent self-construal ( r =− .10, p , .01). Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,No relevant code was provided to verify which variables were used for the Pearson correlation between cumulative stress and extraversion.,,
cha,7,"Pearson correlation between cumulative stress and extraversion was calculated. The association was small and negative (r = −.13, p < .001), indicating that individuals reporting more cumulative stress tended to report slightly lower extraversion.",Transformation Specification,"If a life stress measure was irrelevant to a participant due to their demographic characteristics, missing data were substituted with the lowest possible value, and cumulative stressor value was not computed if participants did not respond to one or more of the 11 stressor domains. All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).",,unknown,"There is no relevant code provided to assess whether the described transformations (imputation of irrelevant stress measures, standardization of 11 domains, and summation into a cumulative stress index) were implemented as stated in the paper.",,
cha,7,"Pearson correlation between cumulative stress and extraversion was calculated. The association was small and negative (r = −.13, p < .001), indicating that individuals reporting more cumulative stress tended to report slightly lower extraversion.",Inference Specification,"Cumulative stress index was also only weakly related to openness (r = −.05, p = .10), agreeableness (r = −.10, p < .01), extraversion (r = −.13, p < .001), and conscientiousness (r = −.19, p < .001).",,unknown,"The paper reports p-values for the correlation but gives no explicit inference criteria (e.g., alpha level), and no corresponding code is provided to assess how inference was conducted.",,
cha,8,"A Pearson correlation evaluated the link between cumulative stress and conscientiousness. The correlation was small and negative (r = −.19, p < .001), indicating that higher cumulative stress levels were modestly associated with lower conscientiousness.",Model Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19,
p , .001).
Neuroticism, however, exhibited a moderate correlation with cumulative
stress (r = .30, p , .001), which is consistent with its theoretical
relationship to stress.",,unknown,"The paper clearly describes a Pearson correlation, but no corresponding code is provided to verify the specific statistical test used.",,
cha,8,"A Pearson correlation evaluated the link between cumulative stress and conscientiousness. The correlation was small and negative (r = −.19, p < .001), indicating that higher cumulative stress levels were modestly associated with lower conscientiousness.",Variable Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19,
p , .001).",,unknown,"The paper describes a Pearson correlation between cumulative stress and conscientiousness, but no corresponding code or variable definitions are provided to verify how these variables were implemented. Without code, it is impossible to determine if the variables used in the analysis match the paper description.",,
cha,8,"A Pearson correlation evaluated the link between cumulative stress and conscientiousness. The correlation was small and negative (r = −.19, p < .001), indicating that higher cumulative stress levels were modestly associated with lower conscientiousness.",Transformation Specification,"If a life stress measure was irrelevant to a participant due to their demographic characteristics, missing data were substituted with the lowest possible value, and cumulative stressor value was not computed if participants did not respond to one or more of the 11 stressor domains. All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).",,unknown,"No relevant code related to the transformation of cumulative stress or conscientiousness is provided, so it is not possible to assess whether the implementation matches the paper’s described transformations.",,
cha,8,"A Pearson correlation evaluated the link between cumulative stress and conscientiousness. The correlation was small and negative (r = −.19, p < .001), indicating that higher cumulative stress levels were modestly associated with lower conscientiousness.",Inference Specification,"Cumulative stress index was also only weakly related to openness (r =− .05, p = .10), agreeableness (r =− .10, p , .01), extraversion (r =− .13, p , .001), and conscientiousness ( r =− .19, p , .001).",,unknown,"The paper reports p-values for the correlation, but the provided code contains no information about inference criteria (e.g., alpha level, p-value computation). Without corresponding code, it is not possible to determine whether the implementation matches the paper’s inference specification.",,
cha,9,"Pearson correlation between cumulative stress and neuroticism was conducted as part of construct validity analyses. The correlation was moderate and positive (r = .30, p < .001), consistent with theory that more cumulative stress is linked to higher neurotic tendencies.",Model Specification,"In addition, the index exhibited discriminant validity, demonstrating low correlations with constructs that are theoretically distinct from stress. ... Neuroticism, however, exhibited a moderate correlation with cumulative stress (r = .30, p , .001), which is consistent with its theoretical relationship to stress.",,unknown,"The paper describes a correlation analysis between cumulative stress and neuroticism, but no corresponding code is provided to verify the specific statistical test used. Without code, it is impossible to determine whether the implemented model specification matches the described Pearson correlation.",,
cha,9,"Pearson correlation between cumulative stress and neuroticism was conducted as part of construct validity analyses. The correlation was moderate and positive (r = .30, p < .001), consistent with theory that more cumulative stress is linked to higher neurotic tendencies.",Variable Specification,"Neuroticism, however, exhibited a moderate correlation with cumulative stress (r = .30, p , .001), which is consistent with its theoretical relationship to stress.",,unknown,There is no relevant code provided to verify which variables were used for the Pearson correlation between cumulative stress and neuroticism described in the paper.,,
cha,9,"Pearson correlation between cumulative stress and neuroticism was conducted as part of construct validity analyses. The correlation was moderate and positive (r = .30, p < .001), consistent with theory that more cumulative stress is linked to higher neurotic tendencies.",Transformation Specification,"If a life stress measure was irrelevant to a participant due to their demographic characteristics, missing data were substituted with the lowest possible value, and cumulative stressor value was not computed if participants did not respond to one or more of the 11 stressor domains. All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).
...
The four scores were aggregated to make a single index of neuroticism, and values were computed so that higher scores indicate higher neuroticism (α = .73).",,unknown,It is not possible to determine whether the code matches the described transformations because no relevant code content was provided for inspection.,,
cha,9,"Pearson correlation between cumulative stress and neuroticism was conducted as part of construct validity analyses. The correlation was moderate and positive (r = .30, p < .001), consistent with theory that more cumulative stress is linked to higher neurotic tendencies.",Inference Specification,"Neuroticism, however, exhibited a moderate correlation with cumulative stress (r = .30, p , .001), which is consistent with its theoretical relationship to stress.",,unknown,"The paper reports a significance level for the correlation (p < .001), but there is no corresponding code or output provided to verify how this inference was implemented. Without access to the relevant code or statistical test settings, it is not possible to determine whether the inference specification in the code matches the paper description.",,
cha,10,"A multiple linear regression tested whether cumulative stressors predicted DunedinPACE epigenetic age acceleration, controlling for demographic and health covariates (e.g., age, sex, education, smoking, alcohol use, BMI). The marginal effect of cumulative stressors on DunedinPACE was non-significant (all ps > .30; f²_p ≈ .001), indicating negligible unique variance explained by cumulative stress in this epigenetic clock.",Model Specification,"Hypotheses were tested by multiple linear regressions, with all continuous variables standardized before the analyses.","main1 <-lm(bra6dmagedunedinpace ~
    # demographics
      age_bio_z + sex + edu_y_z + emp + race + marpartner + child + group + 
    # health covariates
      smoke_bio + drinks_bio_z + bmi_bio_z +  
    # key predictor
      cum_stress_11_z, data = dat)

# Compute results
## DunedinPACE
tab_model(main1, show.se=TRUE, show.ci=FALSE, show.obs=FALSE, show.r2 =
            FALSE, vcov.fun = ""CL"", vcov.args = list(type = ""HC1"", cluster =
                                              dat$twin_cluster))

# Effect size
cohens_f_squared(main1)",match,"The code uses a standard multiple linear regression model, consistent with the paper’s description of testing hypotheses via multiple linear regressions. Continuous predictors appear standardized (z-suffixed variables), aligning with the stated analytic approach.",,
cha,10,"A multiple linear regression tested whether cumulative stressors predicted DunedinPACE epigenetic age acceleration, controlling for demographic and health covariates (e.g., age, sex, education, smoking, alcohol use, BMI). The marginal effect of cumulative stressors on DunedinPACE was non-significant (all ps > .30; f²_p ≈ .001), indicating negligible unique variance explained by cumulative stress in this epigenetic clock.",Variable Specification,"Hypotheses were tested by multiple linear regressions, with all continuous variables standardized before the analyses. Psychological well-being as a moderator was examined by regressing EAA on cumulative stressors, psychological well-being, and the interaction term between these two measures. To examine whether neuroticism aggravated the relationship between cumulative stressors and EAA, cumulative stressors, neuroticism, and their interaction were included as predictors. The results showed that the marginal effect of cumulative stressors was not significantly related to DunedinPACE, PhenoAge, and GrimAge2 (all ps > .30; see Table S1 in the online supplemental materials). f2
p indicated that cumulative stressors explained .1% of the total variance of three epigenetic clocks. Regarding demographic covariates, education was a significant predictor for DunedinPACE and GrimAge2 in that those who had higher education showed lower EAA. Being employed was related to lower GrimAge2, and males were more likely to experience higher DunedinPACE and GrimAge2. For health behavior covariates, smoking status was significantly related to all EAA measures such that former smokers and current smokers had higher EAA than nonsmokers. Alcohol consumption was also related to PhenoAge and GrimAge2, such that more alcohol consumption was linked to higher EAA. The BMI was associated with all EAA measures, as higher BMI was linked to higher EAA. Demographic covariates included age (participants’ age at the biomarker data collection), sex (0 = male,1 = female), education (years), race (0 = White,1 = Black,2 = Others), employment status (0 = not working ,1 = working), marital status (0 = not married ,1 = currently married or cohabitating ), and whether one has children (0 = no children,1 = one or more children). Health covariates included smoking status (0 = never smoker ,1 = former smoker ,2 = current smoker), alcohol consumption (the number of alcoholic drinks consumed per week past month), and body mass index (BMI). Sample (0 = Core,1 = Refresher) was also accounted for to adjust for the potential sample differences. The analyses used second- and third-generation epigenetic clocks—GrimAge2 (a current version of GrimAge), PhenoAge, and DunedinPACE, which are the EAA parameters most predictive of healthspan, all-cause mortality, and the onset of diseases, such as cancer (Levine et al., 2018). DunedinPACE is distinct from GrimAge2 and PhenoAge in that it reflects the relative pace of aging as a multiplicative factor, which indicates the ratio of biological age per calendar year of chronologic age and serves as a direct measure of EAA (Belsky et al., 2022). All values for 11 domains were standardized and summed to make a single index of cumulative stressors (for more details on the constructs, see the online supplemental materials, pp. 2–4).","# Transform/standardize

transform_dataset <- function(dataset) {
  dataset <- dataset %>%
    mutate(
           # Demographic covariates
           edu_y_z = as.numeric(scale(edu_y, center = TRUE, scale = TRUE)),
           age_bio_z = as.numeric(scale(age_bio, center = TRUE, scale = TRUE)),
           # Biomarker data covariates
           drinks_bio_z = as.numeric(scale(drinks_bio, center = TRUE, scale = TRUE)),
           bmi_bio_z = as.numeric(scale(bmi_bio, center = TRUE, scale = TRUE)),
           # Dummy code smoking status
           smoke_former = ifelse(smoke_bio == 1, 1, 0),
           smoke_current = ifelse(smoke_bio == 2, 1, 0),
           # Standardize cumulative stressor (key predictor)
           cum_stress_11_z = as.numeric(scale(cum_stress_11, center = TRUE, scale = TRUE))) %>%
    # Convert variables to factors
    mutate(emp = as.factor(emp),
           sex = as.factor(sex),
           child = as.factor(child),
           group = as.factor(group),
           marpartner = as.factor(marpartner),
           race = as.factor(race),
           smoke_bio = as.factor(smoke_bio))
  
  return(dataset)
}

# Hypothesis 1: Main effect

# DunedinPACE
main1 <-lm(bra6dmagedunedinpace ~
    # demographics (covariates)
      age_bio_z + sex + edu_y_z + emp + race + marpartner + child + group + 
    # health covariates
      smoke_bio + drinks_bio_z + bmi_bio_z +  
    # key predictor
      cum_stress_11_z, data = dat)",match,"The regression model in the code uses DunedinPACE as the outcome, cumulative stressors as the key predictor, and includes the same demographic and health covariates described in the paper, with continuous covariates standardized. The roles and identities of variables (outcome, predictor, controls) align between paper and code.",,
