paper_id,human_analysis_id,human_uid,codebot_analysis_id,codebot_uid,link_type,confidence,rationale,retrieval_best_cosine,codebot_brief_description
elson_2020,A1.4,elson_2020::A1.4,4,elson_2020::4,exact,0.9,"Both the human bundle and Candidate 33 refer to the same zero-order correlations in Table 3 computed via cor(datafile[,5:11]) and note that self-reported familiarity (coded as 1) is not included in the shared data, matching the appropriateness-of-methods variable context.",0.25806878180171433,Correlation between reviewers’ self-reported familiarity with the topic and their rating of the appropriateness of the methods and research design.
elson_2020,A1.8,elson_2020::A1.8,8,elson_2020::8,exact,0.9,"The human bundle links the zero-order correlations in Table 3 specifically to variable 3, Quality of writing 2 (significance to media psychology), which matches Candidate 61’s focus on the correlation between significance to media psychology and quality of writing using the same cor(datafile[,5:11]) block. The scope and variables align, so this is an exact match rather than a fragment or multi-coverage.",0.14733492810657095,Correlation between the rating of significance to media psychology and the rating of quality of the writing.
elson_2020,A2.1,elson_2020::A2.1,30,elson_2020::30,exact,0.9,"Both the human bundle and Candidate 1 describe the same ANOVA on ratings of significance to media psychology, focusing on the main effect of statistical significance (significant vs. nonsignificant) within the same a_significance model and manuscript table.",0.3964086152040461,ANOVA F-test for the main effect of statistical significance of the reported results (significant vs. nonsignificant) on ratings of significance to media psychology.
elson_2020,A2.2,elson_2020::A2.2,34,elson_2020::34,exact,0.9,"The human bundle focuses on the ANOVA for quality of writing with originality and statistical significance as factors, matching the code segment a_writing ~ as.factor(c_originality) * as.factor(c_significance); Candidate 27 describes this same analysis for quality of writing, so it is an exact match.",0.25892369966811746,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of quality of writing.
elson_2020,A2.3,elson_2020::A2.3,37,elson_2020::37,exact,0.9,"The human bundle refers to the ANOVA for sophistication of theory with factors originality and statistical significance, matching the a_sophistication model; Candidate 30 is the CodeBot analysis for this same ANOVA (including the interaction term) on sophistication of theory and conceptualization.",0.3122414274645636,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of sophistication of theory and conceptualization.
elson_2020,A2.4,elson_2020::A2.4,38,elson_2020::38,exact,0.9,The human bundle refers to the ANOVA for appropriateness of methods and design and cites the a_methods model; Candidate 31 is precisely the CodeBot analysis describing the main effect of originality on appropriateness of methods and design using the same a_methods ANOVA.,0.2759314760275847,ANOVA F-test for the main effect of originality on ratings of appropriateness of methods and research design.
elson_2020,A2.7,elson_2020::A2.7,49,elson_2020::49,exact,0.9,The human bundle focuses on the ANOVA for total score with originality and statistical significance as factors and the construction of the total score; Candidate 43 describes the same a_total ANOVA on r_total with those factors and links to the same manuscript description of total score and its ANOVA table.,0.26898652749649804,ANOVA F-test for the interaction between originality and statistical significance of results on total score.
elson_2020,A3.1,elson_2020::A3.1,51,elson_2020::51,exact,0.9,"The human bundle describes the general equivalence-testing setup (TOST with d bounds ±0.50 and alpha .05) and specifically references the significance-to-media-psychology variable and Table 5; Candidate 3 covers this same TOSTtwo call for that variable with identical bounds and alpha, matching both the global description and the specific code line.",0.3714008109122309,"Two-sided equivalence test comparing ratings of significance to media psychology between significant-results vs. nonsignificant-results conditions, assessing equivalence of the statistical-significance main effect."
elson_2020,A3.10,elson_2020::A3.10,59,elson_2020::59,exact,0.9,"The human bundle focuses on the TOSTtwo equivalence test for quality of presentation and discussion of results comparing significant vs. nonsignificant conditions with bounds d = -0.5, 0.5 and alpha = 0.05; Candidate 54 describes precisely this equivalence test and includes the same code line and context, matching both the specific DV and the significant vs. nonsignificant contrast.",0.4793345386933423,Two-sided equivalence test comparing ratings of the presentation and discussion of results between significant-results vs. nonsignificant-results conditions.
elson_2020,A3.13,elson_2020::A3.13,62,elson_2020::62,exact,0.9,"The human bundle describes the TOST equivalence test on total scores with bounds d = -0.50 and 0.50 and alpha = .05, matching the specific TOSTtwo call for total score comparing original vs. replication conditions in Candidate 3, including the same code line and parameters.",0.5586658286186025,Two-sided equivalence test comparing total scores between original vs. replication conditions.
elson_2020,A3.5,elson_2020::A3.5,54,elson_2020::54,exact,0.9,"The human bundle describes the TOST equivalence test with bounds d = -0.50 and 0.50 and alpha = .05 for sophistication of theory between original vs. replication, which matches Candidate 3’s TOSTtwo call on equiv_array[1,5] vs. [2,5] with those exact bounds and alpha, for the same dependent variable and contrast.",0.4130144841225408,Two-sided equivalence test comparing ratings of sophistication of theory between original vs. replication conditions.
elson_2020,A1.12,elson_2020::A1.12,12,elson_2020::12,exact,0.86,"The human bundle refers generally to the zero-order correlations in Table 3 and the cor(datafile[,5:11]) call, which matches the CodeBot analysis describing the same zero-order correlation block; both focus on the same table and code segment rather than a specific variable pair.",0.14400598010519688,Correlation between the rating of significance to media psychology and the overall recommendation.
elson_2020,A1.24,elson_2020::A1.24,24,elson_2020::24,fragment_of,0.86,"The human bundle links the generic zero-order correlations code to Table 3 and specifically notes variable 7 (overall recommendation) and 5 (appropriateness of methods and design). Candidate 16 is the CodeBot analysis that ties this same correlations code to exactly that variable pair, so the human bundle is a fragment of that broader CodeBot analysis.",0.1412735846013122,Correlation between the rating of appropriateness of methods and design and the overall recommendation.
elson_2020,A1.5,elson_2020::A1.5,5,elson_2020::5,fragment_of,0.86,"The human bundle links the generic zero-order correlations code to Table 3 and notes the omission of self-reported familiarity, which matches the broader CodeBot analysis describing the same cor(datafile[,5:11]) block and its relation to Table 3. The CodeBot candidate covers multiple specific correlations and power analyses, so the human bundle corresponds to a fragment of that broader analysis.",0.26620612993244563,Correlation between reviewers’ self-reported familiarity with the topic and their rating of the quality of the presentation and discussion of results.
elson_2020,A1.6,elson_2020::A1.6,6,elson_2020::6,fragment_of,0.86,"The human bundle links the generic zero-order correlations code to Table 3 and specifically notes variable 7 (overall recommendation 1), which corresponds to one cell within the broader zero-order correlation matrix. Candidate 55 is a CodeBot analysis that focuses on the correlation involving overall recommendation and uses the same zero-order correlations code block, so the human bundle is a fragment of that broader analysis.",0.25963920226710435,Correlation between reviewers’ self-reported familiarity with the topic and their overall recommendation (from definitely reject to definitely accept).
elson_2020,A1.9,elson_2020::A1.9,9,elson_2020::9,exact,0.86,"The human bundle refers generally to the zero-order correlations in Table 3 and specifically notes variable 4 (Sophistication of theory 2), which matches the CodeBot candidate that ties the zero-order correlations code to the sophistication-of-theory and related evaluation variables; both describe the same correlation matrix computation via cor(datafile[,5:11]).",0.1337458781474903,Correlation between the rating of significance to media psychology and the rating of sophistication of theory and conceptualization.
elson_2020,A2.5,elson_2020::A2.5,43,elson_2020::43,covers_multiple,0.86,"The human bundle links the ANOVA for presentation/discussion of results with the general manipulation of originality and statistical significance; this corresponds best to the CodeBot analysis of the presentation/discussion ANOVA (candidate 37), while the repeated significance-to-media-psychology ANOVA snippets are a separate dependent variable, so the human bundle spans multiple distinct CodeBot analyses.",0.24609390439024997,ANOVA F-test for the interaction between originality and statistical significance of results on ratings of the presentation and discussion of results.
elson_2020,A3.11,elson_2020::A3.11,60,elson_2020::60,fragment_of,0.86,"The human bundle focuses on the generic equivalence-test setup (TOSTtwo with d bounds -0.5 to 0.5 and alpha=0.05) for main effects on overall recommendation. Candidate 56 covers this same TOSTtwo call for overall recommendation within the broader context of all equivalence tests, so the human bundle is a fragment of that CodeBot analysis.",0.5289263233753355,Two-sided equivalence test comparing overall recommendation ratings between original vs. replication conditions.
elson_2020,A3.3,elson_2020::A3.3,22,elson_2020::22,fragment_of,0.86,"The human bundle focuses on the equivalence test implementation for quality of writing with bounds d = -0.5 and 0.5 and alpha = 0.05, which corresponds to the TOSTtwo calls for quality of writing embedded within Candidate 14’s broader ANOVA and equivalence-test analysis. Thus it matches a specific fragment of that CodeBot analysis rather than the entire candidate scope.",0.017473466142233694,Correlation between the rating of sophistication of theory and conceptualization and the computed total score.
elson_2020,A1.10,elson_2020::A1.10,,,no_match,0.0,"The human bundle links the general zero-order correlations statement and Table 3 to the cor(datafile[,5:11]) call, without specifying a particular variable pair. Candidate 10 is the generic zero-order correlations CodeBot analysis using the same code and manuscript text, so the human bundle represents a fragment of that broader analysis rather than a specific pairwise correlation.",,
elson_2020,A1.11,elson_2020::A1.11,,,no_match,0.0,"The human bundle links the manuscript’s general statement about zero-order correlations in Table 3 to the single R command cor(datafile[,5:11]), which is exactly the zero-order correlation block in the code. Candidate 7’s analysis bundle centers on this same zero-order correlations code section but elaborates specific variable pairs, so the human bundle represents only a fragment of that broader CodeBot analysis.",,
elson_2020,A1.13,elson_2020::A1.13,,,no_match,0.0,"Both the human bundle and Candidate 1 refer to the same zero-order correlation matrix in Table 3 computed via cor(datafile[,5:11]), including the total score variable and its correlations; the scope and code line match directly rather than being a subset or combination of multiple analyses.",,
elson_2020,A1.15,elson_2020::A1.15,,,no_match,0.0,"The human bundle refers to the zero-order correlations in Table 3 and the appropriateness of methods and design variable, and maps directly to the cor(datafile[,5:11]) code segment; Candidate 10 captures this same general zero-order correlation analysis context without focusing on a specific pair beyond that scope.",,
elson_2020,A1.16,elson_2020::A1.16,,,no_match,0.0,"The human bundle links the generic zero-order correlations statement and cor(datafile[,5:11]) to Table 3 and notes variable 3 as quality of writing, which is one specific part of the broader zero-order correlation analysis captured in Candidate 7; thus it is a fragment of that more detailed CodeBot analysis.",,
elson_2020,A1.17,elson_2020::A1.17,,,no_match,0.0,"The human bundle links the general zero-order correlations in Table 3 and specifically notes that 3 is quality of writing and 7 is overall recommendation, which corresponds to one cell within the broader zero-order correlation matrix computed by cor(datafile[,5:11]). Candidate 8 explicitly describes the correlation between quality of writing and overall recommendation within that same zero-order correlation block, so the human bundle is a fragment of this broader CodeBot analysis.",,
elson_2020,A1.18,elson_2020::A1.18,,,no_match,0.0,"Both the human bundle and Candidate 1 refer to the same zero-order correlations in Table 3 computed via cor(datafile[,5:11]), including the note about missing self-reported familiarity data and the construction of the total score; the human notes about missing self-reports align with Candidate 1’s description.",,
elson_2020,A1.22,elson_2020::A1.22,,,no_match,0.0,"Both the human and CodeBot bundles link the same manuscript statement about zero-order correlations in Table 3 and the same R command cor(datafile[,5:11]) computing the full correlation matrix including total score; the human notes about variable 8 (total score) and needing raw data are consistent with this overall zero-order correlation analysis rather than a specific pairwise correlation.",,
elson_2020,A1.23,elson_2020::A1.23,,,no_match,0.0,"The human bundle links the manuscript statement about zero-order correlations in Table 3 directly to the cor(datafile[,5:11]) call, which is exactly the same code and textual linkage captured in Candidate 2; both describe the same overall zero-order correlation matrix rather than a specific pair of variables.",,
elson_2020,A1.27,elson_2020::A1.27,,,no_match,0.0,"The human bundle refers generally to the zero-order correlations in Table 3 and the total score variable, which are produced by cor(datafile[,5:11]); Candidate 1 is the overarching CodeBot analysis for these zero-order correlations, so the human bundle represents a fragment of that broader analysis.",,
elson_2020,A1.28,elson_2020::A1.28,,,no_match,0.0,"Both the human bundle and Candidate 1 refer to the same zero-order correlations in Table 3 computed via cor(datafile[,5:11]), including total score and overall recommendation; the human notes about total score and recommendation align with the variables described in Candidate 1’s combined text, indicating they are the same analysis bundle rather than a fragment or composite.",,
elson_2020,A1.7,elson_2020::A1.7,,,no_match,0.0,"The human bundle describes the overall zero-order correlations in Table 3, the total score computation, and the note about self-reported familiarity not being in the shared file, which matches Candidate 1’s broader analysis of the zero-order correlations including self-reported familiarity and total score using cor(datafile[,5:11]).",,
elson_2020,A3.2,elson_2020::A3.2,,,no_match,0.0,"The human bundle links the manuscript’s general description of two-tailed equivalence tests with bounds d = ±0.50 and alpha = .05 to the specific TOSTtwo call for the 'Significance to Media Psychology' main effect (significant vs. nonsignificant). Candidate 3’s CodeBot analysis describes precisely this same equivalence test, including the same function call, variables, and context, so it is an exact match.",,
elson_2020,A3.4,elson_2020::A3.4,,,no_match,0.0,"The human bundle focuses on the equivalence test for quality of writing with bounds d = -0.50 to 0.50 and alpha = .05, implemented via TOSTtwo with low_eqbound_d=-0.5, high_eqbound_d=0.5, alpha=0.05. Candidate 10 includes this exact TOSTtwo call for quality of writing as part of a broader ANOVA and equivalence-test analysis, so the human bundle is a fragment of that candidate.",,
elson_2020,A3.7,elson_2020::A3.7,,,no_match,0.0,"The human bundle focuses on the equivalence test for appropriateness of methods/design with d bounds ±0.50 and alpha .05; Candidate 52 describes this same TOSTtwo analysis for that variable, but also includes the parallel test for the significance main effect, so the human bundle is a fragment of the broader CodeBot analysis.",,
anvari_2023,A10,anvari_2023::A10,8,anvari_2023::8,exact,0.97,"The human bundle describes Welch t-tests on negative affect change scores between anchor-before and anchor-after groups in the full sample, plus the construction of NA means and change scores and the reported t, p, CI, and d. Candidate 31 is precisely the Welch t-test on NA_change by Anchor.Position with the same full-sample context and associated effect size computation, matching all components of the human MODEL, VARIABLES, TRANSFORM, and INFERENCE sections.",0.647044284292933,"Welch independent-samples t-test comparing negative affect change scores (Time 2 – Time 1) between participants who saw the anchor items before versus after the PANAS, using the full sample."
anvari_2023,A11,anvari_2023::A11,9,anvari_2023::9,exact,0.97,"The human bundle describes the correlation between positive affect change scores and the positive affect anchor, including how change scores are constructed, which matches Candidate 1’s analysis of PA_change vs AnchorPA and its surrounding transformations and inferences. The bundle does not extend beyond what Candidate 1 covers, so the match is exact.",0.5585320749395233,"Correlation between positive affect anchor responses and positive affect change scores (Time 2 – Time 1), across the full sample."
anvari_2023,A12,anvari_2023::A12,10,anvari_2023::10,exact,0.97,"The human bundle describes the correlation between negative affect change scores and the negative affect anchor, including its role in validity and the use of cor.test with default 95% CI; Candidate 1 matches this exact analysis (cor.test(data$NA_change, data$AnchorNA)) and the same manuscript passage, including the broader context of computing NA change scores.",0.6515301476257387,"Correlation between negative affect anchor responses and negative affect change scores (Time 2 – Time 1), across the full sample."
anvari_2023,A2,anvari_2023::A2,1,anvari_2023::1,exact,0.97,"Both the human bundle and Candidate 1 describe the same Welch independent-samples t-test on positive affect change scores between anchor-before vs anchor-after groups, restricted to participants answering 'a little more positive', including the same variables, transformation, and inference details.",0.6856996413223717,"Welch independent-samples t-test comparing mean positive affect change scores (Time 2 – Time 1 PANAS positive mean scores) between participants who saw the anchor item before versus after the PANAS, among those who answered “a little more positive” on the positive anchor item."
anvari_2023,A21,anvari_2023::A21,19,anvari_2023::19,exact,0.97,"The human bundle describes linear regressions of change, Time 1, and Time 2 scores on anchor response, anchor position, and their interaction, and specifically includes the PA_change ~ AnchorPA*Anchor.Position model and the PA_change construction. Candidate 8 covers exactly this regression (m.2 = lm(PA_change ~ AnchorPA*Anchor.Position, data=data)) and the associated PA mean and change-score computations from the same script and manuscript passage.",0.5263831365730345,"Linear regression testing whether anchor position (before vs after) moderates the relation between positive affect anchor responses and positive affect change scores; predictors are positive anchor responses, anchor position, and their interaction; DV is positive affect change score."
anvari_2023,A4,anvari_2023::A4,2,anvari_2023::2,exact,0.97,"The human bundle describes the Welch t-test and Cohen's d for negative affect change among participants who answered 'a little less negative' comparing anchor-before vs anchor-after, which matches Candidate 9's description and code exactly, including the same subgrouping, outcome (NA_change), test type, and effect size computation.",0.6684598009600038,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “a little less negative” on the negative anchor item."
anvari_2023,A5,anvari_2023::A5,3,anvari_2023::3,exact,0.97,"Both the human and CodeBot bundles describe the same Welch independent-samples t-test on NA change scores for participants endorsing 'a little more negative' (AnchorNA==4), comparing anchor-before vs anchor-after, including the reported effect size d = 0.24.",0.7553774389187728,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “a little more negative” on the negative anchor item."
anvari_2023,A7,anvari_2023::A7,5,anvari_2023::5,exact,0.97,"The human bundle describes Welch t-tests on Time 2 positive affect ratings and corresponding effect size d using the full sample without subcategorization, matching Candidate 28’s before-vs-after Time 2 PANAS_PA_D2mean t-test and cohen.d analysis exactly in variables, sample, and purpose.",0.6088013507052573,"Welch independent-samples t-test comparing Time 2 mean positive affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample."
anvari_2023,A13,anvari_2023::A13,11,anvari_2023::11,exact,0.96,"The human bundle describes the correlation between the positive affect anchor and Time 2 positive affect scores, implemented via cor.test(data$PANAS_PA_D2mean, data$AnchorPA); Candidate 1 covers this same full-sample correlation and includes the same code and manuscript sentence, so it is an exact match.",0.5203752688377373,"Correlation between positive affect anchor responses and Time 2 positive affect PANAS mean scores, across the full sample."
anvari_2023,A14,anvari_2023::A14,12,anvari_2023::12,exact,0.96,"The human bundle describes the correlation between the negative affect anchor and Time 2 negative affect scores, implemented via cor.test(data$PANAS_NA_D2mean, data$AnchorNA); Candidate 1 is precisely this full-sample NA-anchor vs Time 2 NA PANAS correlation, including the same code and manuscript sentence.",0.5050068564912973,"Correlation between negative affect anchor responses and Time 2 negative affect PANAS mean scores, across the full sample."
anvari_2023,A17,anvari_2023::A17,13,anvari_2023::13,exact,0.96,"The human bundle focuses on the correlation between the positive affect anchor and Time 1 positive affect mean scores (PANAS_PA_D1mean vs AnchorPA) and the construction of that Time 1 mean, which matches Candidate 1’s description and code exactly for the full-sample PA anchor–Time 1 PA correlation and its computation.",0.3744928377763719,"Correlation between positive affect anchor responses and Time 1 positive affect PANAS mean scores, across the full sample."
anvari_2023,A18,anvari_2023::A18,14,anvari_2023::14,exact,0.96,"The human bundle focuses on the correlation between the negative affect anchor and Time 1 negative affect PANAS mean scores and its reported weakness; Candidate 5 describes exactly this full-sample correlation and includes the same cor.test(data$PANAS_NA_D1mean, data$AnchorNA) along with the surrounding interpretation about weaker Time 1 correlations.",0.5107496058565172,"Correlation between negative affect anchor responses and Time 1 negative affect PANAS mean scores, across the full sample."
anvari_2023,A23,anvari_2023::A23,21,anvari_2023::21,exact,0.96,"The human bundle describes linear regressions of Time 1, Time 2, and change scores on anchor responses, anchor position, and their interaction, and specifically cites the model m.6 = lm(PANAS_PA_D1mean ~ AnchorPA*Anchor.Position, data=data). Candidate 11 is exactly this Time 1 positive affect regression with the same model, variables, and manuscript text, so the match is exact rather than a fragment or composite.",0.4609222712047628,"Linear regression testing whether anchor position moderates the relation between positive affect anchor responses and Time 1 positive affect PANAS scores; predictors are positive anchor responses, anchor position, and their interaction; DV is Time 1 positive affect."
anvari_2023,A24,anvari_2023::A24,24,anvari_2023::24,exact,0.96,"The human bundle describes linear regressions of PANAS negative affect Time 1 scores on anchor responses, anchor position, and their interaction, and references the specific model m.12; Candidate 13 is precisely this lm(PANAS_NA_D1mean ~ AnchorNA*Anchor.Position) analysis with matching manuscript text and variables.",0.56851464958792,"Linear regression testing whether anchor position moderates the relation between negative affect anchor responses and Time 1 negative affect PANAS scores; predictors are negative anchor responses, anchor position, and their interaction; DV is Time 1 negative affect."
anvari_2023,A25,anvari_2023::A25,20,anvari_2023::20,exact,0.96,"The human bundle describes linear regressions of Time 2, Time 1, and change scores on anchor responses, anchor position, and their interaction, and shows the specific model m.4 = lm(PANAS_PA_D2mean ~ AnchorPA*Anchor.Position, plus the PA mean-score computation. Candidate 10 is precisely the CodeBot analysis for that same Time 2 positive affect regression and associated PANAS_PA_D2mean/PA_change transformations, so this is an exact match rather than a fragment or composite.",0.5074945781970184,"Linear regression testing whether anchor position moderates the relation between positive affect anchor responses and Time 2 positive affect PANAS scores; predictors are positive anchor responses, anchor position, and their interaction; DV is Time 2 positive affect."
anvari_2023,A26,anvari_2023::A26,23,anvari_2023::23,exact,0.96,"The human bundle centers on the linear regression m.10 = lm(PANAS_NA_D2mean ~ AnchorNA*Anchor.Position, data=data) and the construction of PANAS_NA_D2mean, exactly matching Candidate 12’s description of this model, variables, and transformations; the broader manuscript text about regressing change, Time 2, and Time 1 scores is also captured in Candidate 12’s combined text.",0.5093327909401602,"Linear regression testing whether anchor position moderates the relation between negative affect anchor responses and Time 2 negative affect PANAS scores; predictors are negative anchor responses, anchor position, and their interaction; DV is Time 2 negative affect."
anvari_2023,A6,anvari_2023::A6,4,anvari_2023::4,exact,0.96,"The human bundle describes Welch t-tests and Cohen’s d for negative affect change scores comparing anchor-before vs anchor-after among those answering “the same,” which matches Candidate 27’s description and code (AnchorNA==3, NA_change, Welch t-test and cohen.d). The bundle’s MODEL, VARIABLES, TRANSFORM, and INFERENCE components are all encompassed within this single CodeBot analysis rather than spanning multiple distinct analyses.",0.6367246238940433,"Welch independent-samples t-test comparing mean negative affect change scores between participants who saw the anchor item before versus after the PANAS, among those who answered “the same” on the negative anchor item."
anvari_2023,A8,anvari_2023::A8,7,anvari_2023::7,exact,0.96,"The human bundle describes Welch t-tests and effect sizes for Time 2 negative affect and change scores without subgroups, matching Candidate 1’s before-vs-after Time 2 negative affect t-test on the full sample and associated Cohen’s d; the included variable and transform snippets are also encompassed in Candidate 1’s combined analysis description.",0.6037908121659127,"Welch independent-samples t-test comparing Time 2 mean negative affect PANAS scores between participants who saw the anchor items before versus after the PANAS, using the full sample."
anvari_2023,A9,anvari_2023::A9,6,anvari_2023::6,exact,0.96,"The human bundle describes Welch t-tests on positive affect Time 2 means and change scores across anchor position, using the full sample, and reports t(898.40)=1.07, d=0.07. Candidate 29 is precisely the Welch independent-samples t-test on PA_change (Time 2 – Time 1) between Anchor Before vs After in the full sample, including the same transformation and inference details, so this is an exact match rather than a fragment or composite.",0.5076751550918249,"Welch independent-samples t-test comparing positive affect change scores (Time 2 – Time 1) between participants who saw the anchor items before versus after the PANAS, using the full sample."
anvari_2023,A15,anvari_2023::A15,25,anvari_2023::25,exact,0.9,"The human bundle discusses comparing the anchor’s correlation with change scores versus Time 2 scores for both positive and negative affect, including that for negative affect the anchor-change correlation is not stronger than the anchor–Time 2 correlation. Candidate 14 includes the NA_change and PANAS_NA_D2mean correlations with AnchorNA and the cocor tests directly comparing these correlations, matching this inference exactly.",0.16841210609436197,"Correlation between positive affect anchor responses and positive affect change scores (Time 2 – Time 1), for participants who saw the anchor before the PANAS at Time 2."
